review,sentiment
"When Jean seduces the young gardener for the sole purpose of annoying her husband little does she realise the explosive drama that is to follow.<br /><br />The short scenario does not waste a word or a frame in this brief interlude in the day of a dysfunctional family. The lives of the father, mother and son are all linked in some way with the gardener. It's this fact that makes the script so intriguing.<br /><br />For such a short film the production is every bit as professional as any major work and the casting is ideal.<br /><br />A wonderful little film that can guarantee a few laughs from beginning to end.",positive
"so yes it is quite nostalgic watching the 1st episode because this is the one episode i definitely remembered. i enjoy watching the first season and yes compared to the action packed shows we have now this show seems lame. but frankly i like the ""less violent"" part of the show and the story line has more substance than the new ones now. I thought it interesting that Belisario's Airwolf and JAG have similar theme - the lead actor (Hawke and Harm) both are looking for an MIA relative (brother, father). wonder if Robert Belisario's personal life mimics these 2 shows' theme.<br /><br />Question - does anyone have pictures of Hawke's cabin. I love that cabin (kinda like a dream cabin of mine) and that is one of the scenes i remember about Airwolf.",positive
"Perhaps once in a generation a film comes along that is perfection. For me, ""The Railway Children"" is that film - a timeless classic that was directed and performed most beautifully. It depicts all that is worthwhile in humanity and climaxes in the conquest of love and faith over cruel injustice. Every performance is a gem, though Bobbie stands out and, like Judy Garland as Dorothy before her, Jenny Agutter makes it impossible for us to imagine anyone else in the role.<br /><br />The world is all the better for this film and the children of today would be much the better for watching it.<br /><br />Of course, like so many young men of my generation, I fell hopelessly in love with Jenny Agutter and her hold was as strong when I had the great good fortune to meet her a few days ago - the bewitching smile and voice like dripping honey were still there to send me weak at the knees as they first did all those years ago!",positive
James Franco is totally cool in this movie. Not just handsome and charismatic but genuinely open and vulnerable in a sincere kind of way. At the Tristan screening some folks were on his back for being pouty and sullen and doing the whole James Dean thing but I don't think this true. Blind Spot is proof positive of his tremendous talent. In this film he carries himself with a different sort of weight entirely. It's a unique performance. Bittersweet and really moving. The lines from his journal cut you like a knife. You sense a sharp intelligence of observation behind his words. The tone is everything. He carries it through the action and suspense as well as the grim bits of gallows humor. I like the other two actors a great deal too. The blonde girl is totally gorgeous and the man is hysterical in his twisted tough guy stoicism. Some of the thugs seemed a little sketchy but this is a mini-point really. The film is totally solid and Franco is way cool all around.,positive
"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the trailer, I hope to see the film in its entirety and I will further comment. But Jorja Fox, who plays Delmar Youngblood, my character, is stellar. She carries the bulk of the emotional vehicles in fine form. I couldn't have done better myself! This looks like real people, hardly formula driven and thankfully drives my statement against racial prejudice home, gracefully and heartfelt.",positive
"On many levels it's very good. In fact, considering that this was a low-budget British indie by a first time feature-director with a largely neophyte cast, it's a magnificent achievement. I don't know how much it cost. The figure of £8,000 was bandied about in publicity but you never know how reliable a figure like that is. The point is that this film looks like it cost a couple of million quid and it clearly cost a tiny fraction of that Great special effects, terrific production design, effective props and costumes, excellent photography, good acting and direction, an impressive score and an absolutely stunning sound mix. Even having said that, much of the script was great. The characters were clearly identified and all had something to do. This is a movie about ten men all dressed roughly the same in one location and it would be easy for them to be nameless, faceless blanks but these were ten characters - mostly that was done through the dialogue and the way they reacted to things. Throughout the middle act, when the plot was developing, the script told the story well and showed how it affected the characters. If the whole film was like the second act, it would be stunning.<br /><br />Before the ship blows up, twelve people make it to individual escape pods or 'e-pods' which blast away from the ship. They're not much more than automatic metal coffins and the poor sods inside are trapped, cramped and have no real idea where they're going - but that makes sense. I like the e-pods - they're an excellent idea done very well and make more sense than a nice, roomy escape capsule. I also like the way that we are specifically told, later, that they are designed for ship-to-ship escape but can just about make planetfall in an emergency - because, let's face it, these guys were bloody lucky that their ship was blown up so close to a planet. That said, it doesn't look to me like there are 116 unused e-pods still on the freighter and you have to wonder how the prisoner is able to get into an e-pod - but in he gets. (And it has just occurred to me: shouldn't the Captain have gone down with his ship rather than being the first guy out of there?) Anyway, the e-pods all land on a barren planet with nothing but sand and sparse vegetation - or at least on a sandy, sparsely vegetated part of the planet which may have icy wastes and lush jungles elsewhere. Nah, it's a planet in a sci-fi movie - it will be exactly the same all over. We have to accept that all the e-pods come down within a few miles of each other so that the ten survivors are able to meet up, firing flares into the sky to locate each other.<br /><br />The Captain, a muscular mountain of a man who could have a pretty good career in action flicks if he gets the right agent, decides that they should try and contact 'Captain Behan' with whom they were intending to rendezvous. But they cannot do this from the planet, they need to get into orbit. The engineer says that if they combine the power units from two e-pods they can probably give one of them enough juice to lift itself on anti-grav doodads high enough to blast above the atmosphere. It can all be done on automatic but it will need a 'pilot' to send the signal. The captain valiantly volunteers for this but in a commendably sensible move the engineer points out that putting the heaviest man into the somewhat dodgily repaired e-pod is ridiculous and that it needs to be the lightest member of the team. That's Kid. I really liked the way that he now points out that his name is David and the Captain starts using it, treating him with dignity and respect. That was good storytelling and good characterisation.",positive
"I like this film for several reasons. I have a soft spot for films about intricately plotted criminal plots like TOPKAPI. I also enjoy films (like TOPKAPI and BIG DEAL ON MADONNA STREET) that spoof the the genre. One of the best ones is DISORGANIZED CRIME.<br /><br />Corbin Bernsen has met four cons over the years, and he decides they can all be useful in a bank robbery he is planning in a small Montana town. But he hasn't given any details on the crime to the fellows, nor do they really know each other at all. Shortly after he sends for them Bernsen is arrested by two New Jersey policemen (Ed O'Neill and Daniel Roebuck) whom he escaped from before and have a warrant to bring him back. While he is in their custody the four cons (Fred Gwynne, Lou Diamond Philips, Ruben Blades, and Will Russ) show up without a clue about why they are there except that Bernsen was planning something. <br /><br />The first twenty minutes of the film deal with the four cons slowly getting used to each other, with Gwynne and Philips managing to push away their own suspicions to figure out they have to trust each other. At the same time we see Bernsen patiently waiting for the right moment to escape from O'Neill and Roebuck again - not too difficult as they are not the brightest bulbs who ever existed. The result are two sets of plots that will keep juxtaposing against each other throughout the film: the four cons trying to figure out what Bernsen's scheme was, and how to put it into operation, and Bernsen trying to maintain his own freedom from his pursuers and regain his cabin (and hopefully find his gang there for him to take command of). There is also a third, smaller, plot involving the growing annoyance and anger of local Sheriff Hoyt Axton against the idiots from New Jersey who keep getting into his hair.<br /><br />There are many delightful moments in the film, such as Axton, egged on by O'Neil and Roebuck, into surrounding a house in the town that Bernsen is supposed to be hiding inside of, and yelling (through a megaphone, ""Come out, we have you surrounded!!"", only to have the scene switch to a huge, Montana plain that Bernsen is struggling and stumbling through miles from where the police think he is at that moment. There are moments of misadventures by our four cons, who fortunately put the oldest (Gwynne) into leadership position. This does not always guarantee anything. At one point their car won't start, and they have to thumb a ride by truck. Unfortunately it is a truck carrying manure.<br /><br />The conclusion with the gang successfully carrying out the robbery, including disabling all the police cars at the critical time (Philips specialty is cars) is also a gem of timing, suspense, and comic results. The film is very entertaining, and certainly worth watching.",positive
"Susan Slept Here turned out to be Dick Powell's swan song as a performer on the big screen. Of course he directed some more films and appeared frequently on television until he died. It's a pity he didn't go out with his performance in The Bad and the Beautiful.<br /><br />Frank Tashlin has done so many better films, I'm still not sure whatever possessed him to do this one. The premise is absolutely laughable. <br /><br />Dick Powell is a screenwriter who's looking to do more serious stuff than the fluff he's been writing. He had an idea for a film on juvenile delinquency so two friendly cops in Herb Vigran and Horace McMahon deposit 17 year old Debbie Reynolds on his doorstep. She's not a really bad kid and they don't want to put her in the system. So they give her to Dick Powell at Christmas time.<br /><br />I mean is there anyone out there who doesn't see a problem? The term jailbait comes immediately to mind. Additionally Powell has a girlfriend, the young and sexy Anne Francis. Why Debbie Reynolds is any competition here is beyond me.<br /><br />Susan Slept Here got one Oscar nomination. The song Hold My Hand, sung by Don Cornell in the background, was nominated for best song, but lost to Secret Love. <br /><br />Powell and Reynolds do have some funny moments together and Alvy Moore as Powell's factotum and Les Tremayne as his lawyer also get a few laughs. <br /><br />But it's not enough.",negative
"I watched Love Life on holiday, when it was filmed at a film festival in Florida. It was a lovely surprise to find a British film that wasn't derivative or exploitive. A beautiful romantic comedy for a change that will charm the pants of audiences prepared to sit back and enjoy the gentle pace of the film. The transitions between scenes I found a bit distracting, but as whole I think Love Life is a winner, a ruby in the dust. One for all the family. A pleasant change to see a British film for teen audiences that isn't littered with four letter words. Try and see it.",positive
"I'm not sure what the point of making this film was. It looked as if it was made by some historical society to be shown in your local 'Pistol Pete' museum. At first it appears that it could be the beginning of a Mad TV or SNL sketch. But then the joke is on you when there is no punchline and you realize that someone was taking this seriously. The story wasn't bad but the inclusion of the SASS members seemed to be a ploy (that worked) to get me to see the film. I swear, the trailer listed every character in the film down to ""dead cowboy #5"". The reason Westerns are so fun is the atmosphere and the characters it brings. I just had the feeling I was watching Civil War rean-actors dressed up as cowboys. Not even worth the digital video it was recorded on.",negative
"I have done quite a few reviews on IMDb and this film is unique in that I never saw the entire movie. It was so terribly stupid and unfunny that I just couldn't sit through it--though I tried.<br /><br />The biggest problem with this and any Mel Brooks movie I call ""the Mel quotient"". In other words, the better his movie, the less of him you see in the film. Think about it--The Producers and Young Frankenstein were great films and he was barely in them at all. BUT, films like Life Stinks and Space Balls are chock full of Mel and are pretty dopey movies (yes, I DID NOT LIKE Space Balls--but this isn't the place to talk about that).<br /><br />Second, apart from cancer, rectal itch and mental retardation, I can't think of a less funny topic than homelessness. This is just a comedy breaker. Think about it, folks. The FUNNIEST(?) scene in the movie has Mel making whoopee with Leslie Ann Warren in a dumpster!! And this is funny in what way?",negative
"It is a real shame that nearly no one under 30 knows the ""over the top"" writing of Michael O'Donoghugh- magazine articles and SNL skits that were genius for the time...and so it is a true shame that anyone who may take the opportunity to research his work will no doubt take the easy way out and watch videos- thus leading them to MR MIKES MONDO VIDEO. <br /><br />This movie has clever elements that never fully connect to the funny bone. The viewer experiences such things as cat diving/swimming with the man who thinks he's found feline happiness by hurling these kittens into a pool which the camera follows in slow motion and montage sequence. Then we are taken to an island to where all past fads are retired (hula hops, pet rocks, rainbow dread wigs etc.) Then we enter the music world (punk was a new variety of music at the time of this film) where ""D"" rate bar performer Rootboy Slim performs ""boogie till you puke"" in his own lazy style of dirt and eclectic sleaze. Now the real beauty of all this is the back ground music. In many different styles with many different instruments the sound of TELSTAR plays and replays- for those who don't understand Telstar was the first American Satellite launched into space and the theme was created to celebrate mans genius and triumph. MR MIKES seems to have been meant as a signal of societal decay ridiculous wastes. Now one thing the theater offered that the video release does not was a live performance of Sid Vicious (ex sex pistol not the wrestler) singing MY WAY. His version is very different than Sinatras as one might imagine but frankly I feel it is very much worth the listen...it's good! That is the sad part- in the VHS release Paul Anka refuses the rights of his song and the viewer is forced to experience 3 1/2 minutes of silence with an explanation rolling across the image of the singing dead sex pistol. <br /><br />I would give the theater release a 5 or 6 the video is closer to a 4 and now that so much is passé I can see where many people would give it a 3 or 2.5. If you want to see a good O'Donoghugh script watch SCROOGED...it is a better tribute to the mans insight and talent.",negative
"I agree that the movie is a little slow at spots having many scenes of mundane everyday life and no dialog. And I wasn't impressed right after I watched it. However, after a few days, I realized that the movie stays with me and it evokes a melancholy mood which lingers in my mind. My appreciation of this movie increases. It certainly merits a higher consideration than those movies that are instantly forgettable.<br /><br />As many have commented, the movie is non-linear and that's a hallmark of European film-making as opposed to the linear narrative form that Hollywood favors. I don't really know whether it's true or not. Many also dislike its confusing structure and lack of clear explanations. To those viewers, I don't think there is much I can say to change their opinions. However, for others who have yet to see the film, DO expect to be challenged and DON'T expect the film to supply all the answers and you might come away enjoying it more than you would otherwise.<br /><br />The movie skips around a bit but really chronicles just 3 time periods. Pay attention to the hair style and you can easily separate out 2 of the 3 periods. It is also not as confusing as suggested; just enjoy and it'll all be clear at the end.<br /><br />Yes, lots of things are left unsaid or not shown, and lots of situations are left unexplored. But isn't that what life is like? A lot of time you're not sure of the motives of your friends/loved ones unless you confront them and even then, you can never be 100% sure if they told you the whole truth. This type of movies forces us to interpret the reasons behind the actions. The movie does, however, leave enough hints for you to make some reasonable assumptions. For example, Mathieu is manic depressive, to the point of suicidal. Why? I don't know, maybe his life is not turning out exactly as he expects it; maybe he misses his family but hasn't forgiven his father for abandoning his sick mother at her hours of need; maybe after all he sacrifices for Cedric, rearranging and indeed, shattering his life to be with him, he realizes that it is all ""coming undone"". I think the director meant to show us that he has always been a little off, mentality fragile by that scene w/ the dead bird. Maybe he has a very sensitive psyche and all these stresses are taking a toll on him. But we're also shown that he is not some animal torturing psycho by his loving interaction w/ the stray cat. Also, there is one conversation between the doctor and Cedric that sheds light on the reason behind the breakup and maybe the suicide attempt. The doctor asks him if everything is okay, and Cedric thinks so even though he cheated on Mathieu once, but that's nothing, according to Cedric. Is that the only reason, we don't know, there are probably others, all mixed up together. Is it paramount that we know exactly what they are? I don't think so, for this movie. Another telltale sign that they are ultimately not compatible is the historical ruins scene. Mathieu is interested in studying the ruins, Cedric is not. He is the one w/ the raging hormone who focuses only on the physical side without an intellectual side that Mathieu obviously needs.<br /><br />Finally, the ending is really rather hopeful and sweet. I was pleasantly surprised by the turn of events after the bleak tone that edges toward the end.<br /><br />I have two complaints for the DVD. One is the sound. It's very soft. I had to crank up the volume to hear the dialog and then when it switched to a bar or outdoor crowd scene, it became too loud. The other is that the subtitles can't be turn off; they stay on the screen. Most foreign movie DVDs not released by a major studio are shoddy this way unfortunately.",positive
"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist husband impregnating his hygienist assistant and the oldest daughter getting impregnated by the captain of the high school football team? Absolutely nothing! It's a shock to me sometimes what people think constitutes humor nowadays. Blame that on shows like ""The Dating Game"" and ""The Newlywed Game"" bringing the issue of sex to the forefront in the mid-1960s. Sure, the series has its touching moments, still that's no excuse for the content that otherwise went into this series. This is nothing like the family-oriented days of ""I Love Lucy"" some five decades before. <br /><br />An answer I would have to why this series plays on the Lifetime cable channel is because that channel's brass think women can relate to Reba's character! I absolutely dislike the character of Reba Hart's daughter, Kyra. She is best described as a ditsy and bitter teenager! Funny, I wonder if the actress who played Kyra; Scarlett Pomers, is like that in real life away from acting. Who plays the blockhead ex-husband dentist, Christopher Rich, is not much better. Barbara Jean, played by Melissa Peterman, is ditsy in herself! The characters of Van and Cheyenne are also very annoying.<br /><br />Something else that baffles me is why the dingbat-of-a-series creator, Allison M. Gibson, decided to set the series in where I live 25 miles away from; Houston, Texas! Reba McEntire isn't even from this state, she's an Oklahoman! Why is it during one season or more they decided to make the incidental music sound like a pig snorting? What I mean by that is where we hear this baritone saxophone being played with drums accompanying it, but the melodies are basically tuneless!",negative
"My wife and I both thought this film a watered-down, made-for-TV (BBC) version of Manhattan Murder Mystery...which is itself good, but not great. The story has little inter- character tension or chemistry, and not much of a plot. Woody Allen's character just sort of wanders around running off at the mouth, and Hugh Jackman and Scarlett Johannsson don't have a lot more to do. It's pretty disappointing, I must say. Ian McShane's role is just an expanded cameo appearance. <br /><br />The first thing that occurred to me was ""I wonder how much the BBC had to pay Woody Allen to dislodge him from Manhatttan?"" He must've needed the money, and they must have needed his appeal to expand their audience beyond the youth market drawn to the two stars. I'm giving this movie 4 stars instead of 3 because it is unbothersome background noise. If you ever want something to have on while you're knitting or sorting your stamp collection, this'll do the job. I wouldn't pay to rent it again.",negative
"First of all, no one with any law enforcement experience (Not ER or EMT, but real law enforcement) takes this show seriously. Walker would be drummed out of any police force in the US for his illegal and totally unprofessional tactics. On top of that, he is a comic book character---no acting ability, incredibly trite lines, no character development. The fact that Alex Cahill loves him shows just how dumb blondes really are. And Trivett is the ultimate clown in black-face. Come on---if you think Walker is a heartfelt show without bias, then explain why JT is treated as a dolt, always is the subject of Walker's jokes, never is allowed to be the one to solve the crime, and never rescues Walker, who should be dead 50 times over for the stupid things he does. While it may be true that many criminals are even dumber than the detectives who go after them (and believe me, most cops are dumber than dirt), the smart ones Walker comes up against never seem to get the point that once Walker is captured, the jerk needs to be put of his misery. But then again, Norris produced the show as well as starred in it, so how could he willingly get rid of himself or even show how stupid his tactics are. As if six guys are going to wait around to take him one at a time. What a terrible series! It is more demeaning than any of the hokey westerns like The Lone Ranger, Roy Rogers, The Cisco Kid, and Wild Bill Hickock, though I would imagine that most of you on here are far too young to remember those shows. But like those shows, in the same way as those shows, Walker TR is just as insulting and just plain silly.",negative
"Along with Fernando Fragata, João Mário Grilo, Abi Feijó, Leonel Vieira, étc...(other commercial directors), Diamantino Costa is one of the best Portuguese Directors; ""O Lampião da Estrela"" was his (Diamantino Costa) First movie, before he made several successful commercials. This title is starred by one of the best Portuguese comedians of all times, Herman José and José Pedro Gomes are great. Its a very funny movie!! (28/07/2000)<br /><br />BOA SORTE DIAMANTINO...",positive
"I came out of ""Rendition"" with a list of flaws a mile long, so how is it that my overall impression is that it was a pretty decent movie? It's definitely a film whose sum is better than its parts.<br /><br />Those parts include a cast of big name stars, not one of them giving a memorable performance (Omar Metwally, a relative unknown, is the one you'll remember); serviceable if undistinguished direction; and a screenplay that's both too complicated and too simplistic at the same time. Metwally is an Egyptian-born American citizen who gets kidnapped by the U.S. government's rendition program, otherwise known as the process by which America tortures suspected terrorists into confessing information whether or not it's remotely true. Reese Witherspoon plays his pregnant wife, who calls in the favor of an old college friend (Peter Saarsgard), who works for a senator (Alan Arkin) and helps to track her husband down. Meryl Streep plays the head of the rendition program; Jake Gyllenhaal is a young agent assigned to the interrogation and whose conscience gets in the way. Meanwhile, a whole parallel storyline follows the daughter of a top Egyptian official who is allied to the American rendition program and her boyfriend, who's in training to become a suicide bomber.<br /><br />Ay-yi-yi that's a lot of plot to pack into a two-hour movie, and I was about to wash my hands of the whole thing, especially the Egyptian Romeo and Juliet subplot that felt like nothing more than a distraction. But then near the film's finale, a twist of chronology brings all of the plot strands together in a way that makes you want to reassess everything you thought you knew about the motivations of the various characters, and makes ""Rendition"" a much more interesting movie than it seems like it's going to be.<br /><br />Witherspoon, Gyllenhaal and Sarsgaard all look like high school students playing adults twenty years older than they actually are -- Gyllenhaal in particular, usually a fine actor, looks so bored that you wonder if he's going to muster the energy to deliver his lines. And the screenwriter should be arrested for having an actress as good as Meryl Streep at his disposal and giving her nothing more to work with than this one-dimensional dragon lady. The movie of course strives for relevancy, but instead of addressing the tangled web of arguments surrounding the national security issue, it charges right down the middle of the debate in a predictable fashion. There are moments when you think maybe the film will veer off in an interesting direction -- what if Witherspoon did actually begin to doubt her husband's past, for instance? What if Metwally actually had been in contact with terrorists, as his interrogators accuse? But no, the movie takes the path of least resistance.<br /><br />But, like I said upfront, I recommend this movie. I know I've done nothing but list a bunch of its faults, but it's got its head in the right place, and it is entertaining, or at least as as entertaining as a movie about torture and interrogation can be.<br /><br />Grade: B+",positive
"This happens to be one of my favorite horror films. It's a rich, classy production boasting an excellent cast of ensemble actors, beautiful on-location cinematography, a haunting musical score, an intelligent and novel plot theme, and an atmosphere of dread and menace. It's reminiscent of such classic films as ROSEMARY'S BABY and THE SHINING, wherein young, vulnerable women find themselves victimized by supernatural forces in old, creepy buildings with a macabre past. Here, CRISTINA RAINES plays a top New York City fashion model named Alison Parker. Her happy, outgoing exterior masks a deeply conflicted and troubled soul. This is evidenced by the revelation that in her past, she attempted suicide twice- once as a teenage girl after walking in on her degenerate father cavorting in bed with two women and having him rip a silver crucifix from her neck and toss it on the floor, and the second time, after her married lawyer-boyfriend's wife supposedly committed suicide over learning of their affair. Telling her beau(played by a suitably slimy CHRIS SARANDON) that she needs to live on her own for a year or so, she answers a newspaper ad for a fully-furnished, spacious one-bedroom apartment in an old Brooklyn Heights brownstone. This building actually exists and is located at 10 Montague Terrace right by the Brooklyn Heights Promenade off Remsen Street. The producers actually filmed inside the building and its apartments, paying the residents for their inconvenience, of course. The real estate agent, a Miss Logan(AVA GARDNER), seems to be very interested in having Alison take the apartment- an interest that cannot be solely explained by the 6% commission she would earn. Especially when she quickly drops the rental price from $500.00 a month to $400.00. Alison agrees and upon leaving the building with Miss Logan, notices an elderly man sitting and apparently staring at her from the top-floor window. Miss Logan identifies the man to her as Father Halliran and tells Alison that he's blind. Alison's response is very logical- ""Blind? Then what does he look at?"" After moving in, Alison meets some of the other residents in the building, including a lesbian couple played by SYLVIA MILES and BEVERLY D'ANGELO, who provide Alison with an uncomfortable welcome to the building. Alison's mental health and physical well-being soon start to deteriorate and she is plagued by splitting headaches and fainting spells. When she relays her concerns to Miss Logan about her sleep being disturbed on a nightly basis by clanging metal and loud footsteps coming from the apartment directly over her, she is dumbstruck to learn that apart from the blind priest and now herself, no one has lived in that building for the last three years. Summoning the courage one night to confront her nocturnal tormentor, she arms herself with a butcher knife and a flashlight and enters the apartment upstairs. She is confronted by the cancer-riddled specter of her dead father and uses the knife on him in self-defense when he comes after her. The police investigate and find no sign of violence in that apartment- no corpse, no blood, nothing. Yet Alison fled the building and collapsed in the street, covered in blood- her own, as it turns out. But there's nary a mark on her. What Alison doesn't realize until the film's denouement is that her being in that brownstone has a purpose. She was put there for a reason- a reason whose origin dates back to the Biblical story of the Garden of Eden and of the angel Uriel who was posted at its entrance to guard it from the Devil. She is being unknowingly primed and prepped by the Catholic Church to assume a most important role- one that will guarantee that her soul, which is damned for her two suicide attempts, can be saved. At the same time, the ""invisible"" neighbors, who turn out to be more than just quirky oddballs, have a different agenda in mind for her. This is a competent and intelligently done film and one that surprisingly portrays the Church and its representatives in a mostly sympathetic light.",positive
"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
"I rented this film on Netflix after it won all the Oscars, to see if it was really that good.<br /><br />The Hurt Locker is a very realistic portrayal (for the most part) of a group of soldier's rotation in Iraq. The film centers around Will James, a reckless soldier who gets his adrenaline fix from taking risks, and defusing bombs.<br /><br />Where this film seems to lack in my opinion is the Plot and Direction of the movie. This film has no clear plot unlike other films such as Black Hawk Down. What this film tries to do is focus more on the characters, and their different attitudes about the war. Bigelow does an okay job of focusing on the characters, but there are many points in the film where the dialogue seems to drag. Hurt Locker is 131 minutes long, yet it feels like a 3 hour movie.<br /><br />One scene in the movie that was particularly awful, and ruined the films perfect credibility, was the sniping scene halfway through the movie. It was both unrealistic, and very long.<br /><br />Overall, I thought this film was OKAY, but the reason I gave it a 6 instead of a 7, was because it was a major letdown for winning Best Picture at the Oscars. I felt like this film could have been so much better considering Saving Private Ryan lost Best Picture, but was much better than this film. Another notable mention is Black Hawk Down which only won 2 Oscars. I honestly do not know how this won best picture.<br /><br />If you are looking for an action packed war flick, rent Black Hawk Down. This film will be forgotten in a year or two.",negative
"What a mess--and I'm not referring to the ""destruction"" in the title. I could go on about the hackneyed plot, the lousy effects, the (actually notable) cast grimacing as they deliver the worst lines of their careers, etc. I'll just say there weren't any palm trees in Chicago the last time I checked, and leave it at that.<br /><br />Hmmm...need ten lines to get this posted on IMDb.. OK, well, I think a DVD release with outtakes could be interesting. Maybe Dennehy will reveal what favor got called in for him to appear in this thing. Maybe Dianne Weist will show us the bag of money it must have taken to get her involved. Maybe CBS execs will apologize...",negative
"**WARNING: POSSIBLE SPOILER**<br /><br />If you can get by the extremely unpleasant subject matter, this film does offer a heaping helping of outrageously campy melodrama. Surprisingly enough, this movie has been copied and ripped-off several times over the years, although it's hard to fathom ANY filmmaker being inspired by this trashy drama. Neither one of the Hemingway women can act here (although Mariel HAS improved over the years), Anne Bancroft offers the only touch of class as a prosecuting attorney, and Chris Sarandon is by turns pathetic and unintentionally hilarious as the smirking, smarmy bad guy of the piece.<br /><br />Veteran director Lamont Johnson can't make a silk purse out of this sow's ear of a script, which is stuffed to bursting with howlingly bad dialogue and outlandish situations. For example, the final sequence, where Margaux grabs her shotgun and chases Sarandon down after his latest shocking act is meant to be exciting but elicits hearty chuckles instead. Add a notoriously shrill and spacy musical score by Michel Polnareff and you have a true guilty pleasure, even though you're likely to feel grubby and needing a hot shower after viewing it. Don't say you weren't warned.",negative
"I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!",negative
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"Bill Rebane's ""The Capture of Bigfoot"" is one of the most awful horror movies ever made.A greedy sawmill owner Harvey Olsen(Richard Kennedy)decides that he wants Bigfoot captured at all costs.However local game ranger Dave Garrett(Stafford Morgan)learns that the Bigfoot used to live in peace upset by a geological expedition,and sets out to protect the creature.There is nothing even remotely interesting in this piece of crap.The film is extremely dull and filled with horrible songs and cheap special effects.No gore,no suspense-just gigantic boredom.Avoid this horrible junk like the plague.",negative
"This independent, B&W, DV feature consistently shocks, amazes and amuses with it's ability to create the most insane situations and then find humor and interest in them. It's all hilarious and ridiculous stuff, yet as absurd as much of the film should be, there is a heart and a reality here that keeps the film grounded, keeps the entire piece from drifting into complete craziness and therein lies the real message here. This film is about how we all survive in a world gone mad. That seems to be the heart of the film. For as insane and off the wall as things get, Leon, the 30 yr. old paperboy-protagonist, always tries to keep it together. He's like a child forever trying to catch the balloon that is floating away so that everything will work out for the best, so that everyone can have what they want.<br /><br />The acting in the film could have went far over the top but the exceptional cast really keeps the piece cohesive. Van Meter is perhaps the best of the bunch here with a performance that shines through her absurd diseased tics. Just as the characters in the film do, we overlook her sudden outbursts to see the real person underneath. <br /><br />Majkowski is a true genius here. He takes the utmost ridiculous plot twists and keeps them real. It is his script and his cast that help keep the whole thing afloat. It's a true testament to the skill of Majkowski and all involved that this film, with it's grating plot and characters, never once works our nerves. Majkowski has taken a film that could have been abrasive and repugnant, and somehow given it heart and humor. This is a unique film. Not to be missed. <br /><br />",positive
"Just saw it....the story, the plot, the script makes absolute no sense!! Its Samvise the brave part 2(without the RING), its characters showing up out of the blue(for no reason),its Hercules hated by everyone(no one knows why), its Leelee Sobiesky showing her true talents(two of them), its crappy special effects, its a few good actors wasting their talents(did I mention Leelee's two talents??)... do I have to say more??? ITS JUST AWFUL, even for NBC-TV standards!!! Its just the lowest....what a waste! by the way: how can you people give this mini-series so many stars????? Its beyond me!.... Shame on you! Have to make 10 lines, so this is my final word: AVOID, AVOID, if u are considering buying it!",negative
